first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,vote_average,vote_count
2014-01-11,"[10749, 16, 35]",60733,No-Rin,['JP'],fr,のうりん,"The sudden retirement of the famous idol Yuka Kusakabe from the entertainment business shocks the world and devastates her biggest fan, teenager Kosaku Hata. His classmates at the Tamo Agriculture School manages to get him out of his depression and bring him out of his room to attend his classes. But to everyone's surprise, Yuka Kusakabe - her stage name - comes into their class under the name Ringo Kinoshita as a transfer student. Kosaku realizes he has a once-in-a-lifetime opportunity to get to personally know his dream girl and, together with his group of friends, try to find out why she came to the agricultural school and become more than just classmates.",2.6,7.0,6
2014-01-10,"[16, 35]",73394,GO!GO!575,['JP'],ja,ゴ～！ゴ～！ご～しちご～,"Go! Go! 575 adapts the Project 575 games for PlayStation Vita and iOS, which allow anyone to create songs using the traditional Japanese 5-7-5-syllable meter found in haiku and tanka poems.",2.894,8.0,1
2014-01-10,[16],72806,Strange+,[],ja,ストレンジ・プラス,"Kou comes to a slum neighborhood in search of his elder brother Takumi and finds him to have become the head of a private detective firm. Kou is drafted by Takumi to do errands and chores in the detective firm, and they come to meet interesting people...",1.056,4.7,3
2014-01-10,[16],72091,Magical Warfare,[],ja,魔法戦争,"Takeshi Nanase is an ordinary high school boy who has a somewhat dark past. One day, he comes across a girl named Mui Aiba, in a uniform he has never seen before, collapsed on the school campus. This encounter changes his destiny completely. She tells Takeshi that she is a magician, and she apologizes, for she turned Takeshi into a magician, too. What Takeshi once knew as one world is actually two — the world where magicians live and the world where humans live.",14.658,7.3,74
2014-01-10,[16],71307,Pupa,['JP'],ja,Pupa,"Growing up with an abusive father, Utsutsu is highly protective of his younger sister Yume. One day, she contracts the strange Pupa virus and begins to sprout grotesque wings and attack both animals and humans.",6.068,2.3,12
2014-01-10,"[10765, 16, 35]",61529,Hozuki's Coolheadedness,['JP'],ja,鬼灯の冷徹,"Hōzuki is the aide to the great king of Hell, King Enma. Calm and super-sadistic, Hōzuki tries to resolve the various problems in Hell, including a rampaging Momotarō and his companions. However, he also likes spending his free time on his hobbies, such as fawning over cute animals and raising ""Goldfish Flowers.""",19.122,6.7,14
2014-01-10,"[35, 16]",61462,Sakura Trick,['JP'],ja,桜Trick,"Haruka Takayama and Yū Sonoda were inseparable during middle school, but upon entering high school, they end up being seated on opposite sides of the classroom. Having to spend time with more friends, the two decide to make their relationship special by kissing each other in secret.",7.329,6.3,11
2014-01-09,"[16, 10765, 35]",75992,Engaged to the Unidentified,['JP'],ja,未確認で進行形,"Just an ordinary teenager, Kobeni Yonomori receives quite the surprise on her 16th birthday—a fiancé and a sister-in-law she never even knew she had. As a result of an arrangement that her late grandfather made, Hakuya Mitsumine and his younger sister Mashiro have moved from their countryside home to the Yonomori household in order to deepen their relationship with their new family members.

This story follows Kobeni's ""love life"" with Hakuya as she tries her best to adjust to the abrupt changes forced upon her. However, as some extraordinary secrets regarding the siblings come to light, Kobeni will find her life changed forever.",42.199,6.6,8
2014-01-09,"[16, 35]",72452,My Big Sister Arrived,['JP'],ja,お姉ちゃんが来た,"Tomoya’s father remarries to another woman, giving him a stepsister, Ichika. However Ichika is 17-years old and has completely fallen in love with her stepbrother who is only 13!! Families will collide in the most unusual fashion this season, in the new anime short: ONEE-CHAN GA KITA!",7.122,5.5,6
2014-01-08,[16],66562,Yo-Kai Watch,['JP'],ja,妖怪ウォッチ,Youkai Watch focusing on elementary schooler Keita Amano again. The events take place right after the original season; but still chronologically occur before the now complete Shadow Side events as they take place 30 years in the future.,21.53,5.8,6
2014-01-08,[16],61791,Hamatora,['JP'],ja,ハマトラ,"Hamatora (ハマトラ, lit. ""Yokohama Tiger"") is a Japanese mixed-media project. The project began with a manga series written by Yukino Kitajima and Yūki Kodama as the character designer, while Yū Wazu is adapting the design to the illustration. The manga, Hamatora: The Comic, started serialization in Shueisha's Young Jump magazine in November 2013. An anime television series, Hamatora: The Animation, by the studio NAZ premiered on TV Tokyo and ran for twelve episodes between January 7 and March 25, 2014. It was followed by a second series by Lerche starting in July 2014, Re:_ Hamatora. Additionally, a role-playing game titled Hamatora: Look at Smoking World developed by FuRyu was released in July 2014. Other related titles include a light novel and a stage play.

The series takes place in the year 2014 when selected humans called Minimum Holders have been discovered to possess supernatural abilities. The story focuses on Minimum Holder Nice who forms a detective agency called ""Hamatora"" based in Yokohama and he starts gathering a large number of allies such as his partner Murasaki and assistant Hajime as well as enemies including several criminals. The anime stars Ryōta Ōsaka, Wataru Hatano, Emiri Katō, Kiyono Yasuno, Jun Fukuyama, and Yuichi Nakamura among others.

The series has earned mixed criticism by publications for manga and anime. While the elements of mystery have been well received, the themes and animation have attracted criticism. It has also been often compared with the X-Men for its setting and characters.",9.05,7.8,4
2014-01-07,"[16, 35]",68634,D-Frag!,['JP'],ja,ディーふらぐ!,"Kazama Kenji likes to believe he is something of a delinquent. Moreover, others seem to like to agree that he is. Of course, Kenji's gang finds their way to a group of four not-so-normal girls—Chitose, Sakura, Minami and Roka—and all at once, whatever reputation he may have is nothing compared to the outrageous behavior of the girls. Shanghaied into joining their club, what will happen to his everyday life from that point on?",9.463,7.4,17
2014-01-06,[16],112858,地下すぎアイドル あかえちゃん,[],ja,地下すぎアイドル あかえちゃん,,1.096,0.0,0
2014-01-06,[16],77437,The Pilot's Love Song,['JP'],ja,とある飛空士への恋歌,"In order to uncover the ""end of the sky,"" as spoken of in ancient mythology, Kal-el Albus is sent to Isla, an island in the sky. There he attends Cadoques High's Aerial Division, where he enjoys a carefree life with his schoolmates. That is...until a surprise attack by the air tribe drags Isla into a bloody war.",5.534,7.0,2
2014-01-06,[16],77175,Soni-Ani: Super Sonico The Animation,['JP'],ja,そにアニ -SUPER SONICO THE ANIMATION-,"Super Sonico is a clutzy, adorable, and well-endowed 18-year old girl. She's a complete sucker for anything cute, especially stray cats, all of which she giddily adopts. However, though Sonico should be enjoying a carefree and simple lifestyle as a young college student, her life is really anything but easy: she must balance being a professional model, working part-time at her grandmother's restaurant, and practicing guitar and performing concerts with her friends Suzu Fujimi and Fuuri Watanuki in their band, First Astronomical Velocity—all while attending college. SoniAni: Super Sonico the Animation follows Sonico as she faces daunting challenges in her search for her place in the world, even when her days are brimming with love and happiness.

Source: MyAnimeList",8.928,8.0,2
2014-01-05,"[16, 35]",70036,Tonari no Seki-kun: The Master of Killing Time,['JP'],ja,となりの関くん,"In the middle of class at a certain school, Rumi Yokoi, a diligent student, has her in-class life turned upside down when her desk mate Toshinari Seki begins to play by himself at his desk in class. Although Rumi is irked by Toshinari's distracting yet intricate playtime, she finds herself being drawn into his interesting hobby. Never being able to focus, Rumi observes Seki's stunning ways of slacking off in class.",4.793,7.3,12
2014-01-06,"[10759, 16, 35, 18, 10765]",65616,Nobunaga the Fool,[],ja,ノブナガ・ザ・フール,"The Western Planet and the Eastern Planet. Once upon a time, the two sides were bound by the ""Dragon Pulse"" spanning the heavens. The civilization that once had prospered has now turned to a tale of dreams, as the inextinguishable flames of war tear the realm asunder. The two planets remain engulfed in endless battles. The return of the super technology known as ""sacred treasures"" could revolutionize the world order, but no one knows of them but one person—a ""heretical girl."" A girl from the Western Planet, Jeanne Kaguya d'Arc, saw heavenly visions of the birth of a ""Star Messiah"" who will save the world. She embarks on a journey to the Eastern Planet with Leonardo da Vinci, ""the one who observes the world."" They come across the heretic of the Eastern Planet and ""the greatest fool of the day,"" Oda Nobunaga.",0.694,4.5,2
2014-01-05,[16],65615,Nobunagun,[],ja,ノブナガン,"Shio Ogura is a Japanese high school student, who is visiting Taiwan on a school trip when she is suddenly attacked by monsters. Agents known as ""E-Gene Holders"" from the government agency DOGOO also arrive, who wield weapons infused with the spirits of historical figures. Shio is revealed to also be an E-Gene Holder when the soul of Oda Nobunaga awakens after she tries to rescue a friend.",1.594,6.0,1
2014-01-05,"[16, 10759, 10765]",65614,Witch Craft Works,['JP'],ja,ウィッチクラフトワークス,"Takamiya Honoka is a regular student whose only problem seems to be that he sits next to Kagari Ayaka, the school's #1 beauty. They have never spoken to each other before and any small interaction between them immediately results in her fanclub beating him. Yet when a falling part of the school's building is about to send him to the afterlife, it's Kagari that comes to his rescue. Only... she's dressed as a witch, carrying him in her arms and floating on a broom?! Kagari tells him it is her mission to protect him and that now she can finally protect him openly rather than undercover.",11.145,8.4,65
2014-01-05,"[16, 10765, 10759, 35]",64710,Noragami,['JP'],ja,ノラガミ,"Hiyori Iki is a normal middle school student until she was involved in a bus accident while trying to protect a stranger. This incident causes her soul to frequently slip out of her body, and she becomes aware of the existence of two parallel worlds. Through her soul, she meets the strange, nameless god without a shrine, Yato. Yato is determined to make a name for himself out there by accepting any wishes for 5 yen, including Hiyori's to fix her body.",26.384,8.5,337
