,name,overview,anilist_genres,origin_country,original_language,original_name,first_air_date,year,total_fans,combined_average_score,tmdb_popularity,tmdb_users,vote_average,anilist_users,anilist_average_score,source_material,is_adult,tmdb_id,anilist_id
1009,Terra Formars: Bugs-2 2599,"In the late 26th century, overpopulation on Earth is reaching the breaking point, and humanity must find new frontiers. The terraforming of Mars has taken centuries but is now complete. The colonization of Mars by humanity is an epoch-making event, but an unintended side effect of the terraforming process unleashes a horror no one could ever have imagined...","['Action', 'Horror', 'Sci-Fi']",['JP'],ja,テラフォーマーズ　バグズ２号編,2014-08-20,2014,4644.0,66.94573643410853,9.209,4,4.0,4640.0,67.0,MANGA,False,73005,20630.0
1010,Nozo x Kimi,"A young man discovers a tiny hole in a wall of his new room, and looks through it to see a girl on the other side.","['Comedy', 'Ecchi', 'Romance']",['JP'],ja,ノゾ×キミ,2014-08-18,2014,4586.0,60.0,1.145,0,0.0,4586.0,60.0,MANGA,False,94756,20804.0
1011,Gundam Build Fighters Try,"The story of Gundam Build Fighters Try is set 7 years after the end of the 1st series, when Iori Sei and Reiji won the 7th Gunpla Battle World Championships. Now Seiho Academy's Gunpla Battle Club has only one member, Hoshino Fumina, who is a third grade student in junior high. As the president of the club, she needs two more members to participate in the upcoming All-Japan Gunpla Battle Championships. One day she encounters a transfer student named Kamiki Sekai, who has traveled around for Kenpo training with his master. Then joining by a young Gunpla builder Kousaka Yuuma, their challenge to the Gunpla Battle begins....",['Mecha'],['JP'],ja,ガンダムビルドファイターズトライ,2014-08-08,2014,5814.0,69.0,0.658,0,0.0,5814.0,69.0,ORIGINAL,False,98679,20739.0
1012,目玉焼きの黄身 いつつぶす?,,['Comedy'],['JP'],ja,目玉焼きの黄身 いつつぶす?,2014-08-05,2014,240.0,55.0,0.6,0,0.0,240.0,55.0,MANGA,False,112927,20749.0
1013,みならいディーバ,,['Music'],['JP'],ja,みならいディーバ,2014-07-14,2014,425.0,43.0,0.6,0,0.0,425.0,43.0,ORIGINAL,False,112890,20743.0
1014,Blade Dance of Elementalers,"Only a pure maiden can have the privilege to contract with a spirit. Priestesses, who can summon spirits from Astral Zero, the world of spirits, and have full command of their power, are called elementalists. Kamito Kazehaya is the only male with this privilege, and due to what happened in the past he comes to Areisha Spirit Academy where priestesses are trained to become elementalists. He is then told that he is to transfer to the school, form a team with priestesses to compete in Blade Dance where the most powerful elementalist is chosen, and win.","['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']",['JP'],ja,精霊使いの剣舞,2014-07-14,2014,296.0,68.73310810810811,9.943,6,7.5,290.0,70.0,LIGHT_NOVEL,False,61287,62939.0
1015,Nobunaga Concerto,"Saburo is a high school student good in sports, but not very good with his studies. One day, Saburo travels back in time and arrives in the Sengoku period of 1549. There, Saburo meets Nobunaga Oda who looks and sounds just like Saburo. Nobunaga Oda is the son of a warlord and magistrate of the lower Owari Province. Nobunaga Oda, though, is physically weak, and he asks Saburo to take his place. Then, Saburo as Nobunaga Oda attempts to unify the country of Japan.","['Comedy', 'Romance']",['JP'],ja,信長協奏曲（コンツェルト）,2014-07-12,2014,7870.0,71.97491740787801,3.655,3,6.2,7867.0,72.0,MANGA,False,62911,20717.0
1016,Invaders of the Rokujyouma!?,"Kōtarō Satomi decided to live on his own when he began high school, and chose Room 106 of Corona House because it was cheap. Unfortunately, Kōtarō soon discovers that numerous otherworldly and supernatural girls also want his room for various reasons of their own, and aren't about to back down. As a result, Kōtarō and the girls find themselves forced to live together as they try to settle just who ends up with the room.","['Comedy', 'Romance', 'Supernatural']",['JP'],ja,六畳間の侵略者!?,2014-07-11,2014,22627.0,67.99191231714323,1.749,3,7.0,22624.0,68.0,LIGHT_NOVEL,False,70805,20638.0
1017,Persona 4 The Golden Animation," In the spring when the cherry blossom petals fall, Yū Narukami moves to Yaso Inaba to live with his uncle and cousin due to his family's circumstances. He transfers to Yasogami High School, where his event-filled school life begins. However, when serial murders begin occurring in the peaceful town, Yū is awakened to the power of his heart turned to physical form: A Persona. Within these new mysteries is Marie, a resident of the alternate world, the Velvet Room, who has no memories of her past. Together with his friends, Yū must solve all the riddles set in front of him and save Yaso Inaba from further violence.","['Adventure', 'Mystery', 'Supernatural']",['JP'],ja,ペルソナ４ ザ・ゴールデン,2014-07-11,2014,12379.0,62.98238953065676,2.607,4,8.5,12375.0,63.0,VIDEO_GAME,False,61465,20713.0
1018,Terror in Resonance,"In an alternate version of the present, Tokyo has been decimated by a shocking terrorist attack, and the only hint to the identity of the culprit is a bizarre video uploaded to the internet. The police, baffled by this cryptic clue, are powerless to stop the paranoia spreading across the population. While the world searches for a criminal mastermind to blame for this tragedy, two mysterious children - children who shouldn't even exist - masterfully carry out their heinous plan. Cursed to walk through this world with the names Nine and Twelve, the two combine to form ""Sphinx,"" a clandestine entity determine to wake the people from their slumber - and pull the trigger on this world.","['Drama', 'Mystery', 'Psychological', 'Thriller']",['JP'],ja,残響のテロル,2014-07-11,2014,113346.0,77.89933478023045,18.95,163,8.0,113183.0,78.0,ORIGINAL,False,61421,20661.0
1019,Tokyo ESP,"Rinka Urushiba is a normal high school girl, until she encounters a penguin and shoals of glowing fish swimming through the sky. She looses consciousness only to awaken with the power to move through inanimate objects. At first she thought it was a hallucination if it were not for Kyotaro Azuma who witnessed the event and who, incidentally, has the ability to teleport. They decide to use their powers to combat people who might use their powers for evil.","['Action', 'Fantasy', 'Supernatural']",['JP'],ja,東京ESP,2014-07-11,2014,21462.0,60.97773273693039,7.896,9,7.9,21453.0,61.0,MANGA,False,61202,19199.0
1020,Love Stage!!,"Izumi was born in a family of celebrities. His father is a singer, his mother an artist, his older brother the lead vocalist for the popular band Crashers. Izumi himself, however, is just a nerdy college student. He loves the manga ""Magical Girl Lala Lulu"" and dreams of becoming a manga writer himself. One day he is roped into filming a commercial where he wears a dress. Another actor on the set, Ryoma Ichijo, mistakes him for a woman and falls in love at first sight. As it turns out, though, they met ten years in the past. And Ryoma feelings don't change when he finds out Izumi is a boy.","['Comedy', 'Romance']",['JP'],ja,LOVE STAGE!!,2014-07-10,2014,25436.0,68.98065733605912,11.562,8,7.5,25428.0,69.0,MANGA,False,61534,20520.0
1021,Magimoji Rurumo,"Shibaki is a high school boy only interested in girls. However, he has been branded as the most perverted boy at school, and the girls go out of their way to avoid him. When he finds a book in the library about how to summon witches, he tries it as a joke; unexpectedly, though, the book works, and a cute witch named Rurumo appears to grant him a wish. Shibaki helps Rurumo and she in return refuses to take his soul.

After some time, he thinks about his meeting with Rurumo, and wishes he could see her again. His wish is granted immediately, as Rurumo falls from the sky and crash-lands in front of him, tasked with getting him to use up 666 magic tickets that grant wishes before she can become a witch again. However, according to Rurumo's familiar, what she does not know is that each ticket he uses will shorten his life span, and, when the last ticket is used, he will die.","['Comedy', 'Ecchi', 'Fantasy']",['JP'],ja,まじもじるるも,2014-07-09,2014,10510.0,64.88110371075167,3.711,22,8.2,10488.0,65.0,MANGA,False,79208,20708.0
